08/08/24 16:30:15 Training initiated with the following parameters:
Model Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01), ('stochastic', False))
Encoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01))
Decoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01))

08/08/24 16:30:16 (0m 01s) | [1/15] Batch 0 (1.158s) | LR: 0.001 | KLW: 0, Rec. Loss: 52757.227 | Loss: 52757.23 | Abs. Loss: 52757.23
08/08/24 16:30:17 (0m 01s) | [1/15] Batch 1 (0.007s) | LR: 0.001 | KLW: 0, Rec. Loss: 52107.859 | Loss: 52107.86 | Abs. Loss: 104865.09
08/08/24 16:30:17 (0m 01s) | [1/15] Batch 2 (0.004s) | LR: 0.001 | KLW: 0, Rec. Loss: 49345.719 | Loss: 49345.72 | Abs. Loss: 154210.80
08/08/24 16:30:17 (0m 02s) | [1/15] Batch 3 (0.006s) | LR: 0.001 | KLW: 0, Rec. Loss: 36022.672 | Loss: 36022.67 | Abs. Loss: 190233.48
08/08/24 16:30:17 (0m 02s) | [1/15] Batch 4 (0.006s) | LR: 0.001 | KLW: 0, Rec. Loss: 85613.180 | Loss: 85613.18 | Abs. Loss: 275846.66
08/08/24 16:30:17 (0m 02s) | [1/15] Batch 5 (0.006s) | LR: 0.001 | KLW: 0, Rec. Loss: 32417.559 | Loss: 32417.56 | Abs. Loss: 308264.21
08/08/24 16:30:17 (0m 02s) | [1/15] Batch 6 (0.005s) | LR: 0.001 | KLW: 0, Rec. Loss: 39160.469 | Loss: 39160.47 | Abs. Loss: 347424.68
08/08/24 16:30:17 (0m 02s) | [1/15] Batch 7 (0.006s) | LR: 0.001 | KLW: 0, Rec. Loss: 43736.312 | Loss: 43736.31 | Abs. Loss: 391161.00
08/08/24 16:30:17 (0m 02s) | [1/15] Batch 8 (0.005s) | LR: 0.001 | KLW: 0, Rec. Loss: 44939.367 | Loss: 44939.37 | Abs. Loss: 436100.36
08/08/24 16:30:17 (0m 02s) | [1/15] Batch 9 (0.005s) | LR: 0.001 | KLW: 0, Rec. Loss: 44514.266 | Loss: 44514.27 | Abs. Loss: 480614.63
08/08/24 16:30:17 (0m 02s) | [1/15] Batch 10 (0.006s) | LR: 0.001 | KLW: 0, Rec. Loss: 42607.676 | Loss: 42607.68 | Abs. Loss: 523222.30
