08/08/24 16:58:21 Training initiated with the following parameters:
Model Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01), ('stochastic', False))
Encoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01))
Decoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01))

08/08/24 16:58:22 (0m 00s) | [1/500] Batch 0 (0.709s) | LR: 0.0001 | KLW: 0, Rec. Loss: 52663.430 | Loss: 52663.43 | Abs. Loss: 52663.43
08/08/24 16:58:23 (0m 01s) | [1/500] Batch 1 (0.005s) | LR: 0.0001 | KLW: 0, Rec. Loss: 52549.914 | Loss: 52549.91 | Abs. Loss: 105213.34
08/08/24 16:58:23 (0m 01s) | [1/500] Batch 2 (0.005s) | LR: 0.0001 | KLW: 0, Rec. Loss: 52431.492 | Loss: 52431.49 | Abs. Loss: 157644.84
08/08/24 16:58:23 (0m 01s) | [1/500] Batch 3 (0.004s) | LR: 0.0001 | KLW: 0, Rec. Loss: 52227.945 | Loss: 52227.95 | Abs. Loss: 209872.78
08/08/24 16:58:23 (0m 01s) | [1/500] Batch 4 (0.004s) | LR: 0.0001 | KLW: 0, Rec. Loss: 52122.016 | Loss: 52122.02 | Abs. Loss: 261994.80
08/08/24 16:58:23 (0m 01s) | [1/500] Batch 5 (0.004s) | LR: 0.0001 | KLW: 0, Rec. Loss: 51937.992 | Loss: 51937.99 | Abs. Loss: 313932.79
08/08/24 16:58:23 (0m 01s) | [1/500] Batch 6 (0.005s) | LR: 0.0001 | KLW: 0, Rec. Loss: 51662.852 | Loss: 51662.85 | Abs. Loss: 365595.64
08/08/24 16:58:23 (0m 01s) | [1/500] Batch 7 (0.005s) | LR: 0.0001 | KLW: 0, Rec. Loss: 51308.719 | Loss: 51308.72 | Abs. Loss: 416904.36
08/08/24 16:58:23 (0m 01s) | [1/500] Batch 8 (0.006s) | LR: 0.0001 | KLW: 0, Rec. Loss: 50903.164 | Loss: 50903.16 | Abs. Loss: 467807.52
08/08/24 16:58:23 (0m 01s) | [1/500] Batch 9 (0.006s) | LR: 0.0001 | KLW: 0, Rec. Loss: 50364.648 | Loss: 50364.65 | Abs. Loss: 518172.17
08/08/24 16:58:23 (0m 01s) | [1/500] Batch 10 (0.005s) | LR: 0.0001 | KLW: 0, Rec. Loss: 49636.977 | Loss: 49636.98 | Abs. Loss: 567809.15
08/08/24 16:58:23 (0m 01s) | [1/500] Batch 11 (0.006s) | LR: 0.0001 | KLW: 0, Rec. Loss: 48720.391 | Loss: 48720.39 | Abs. Loss: 616529.54
08/08/24 16:58:23 (0m 01s) | [1/500] Batch 12 (0.006s) | LR: 0.0001 | KLW: 0, Rec. Loss: 47687.352 | Loss: 47687.35 | Abs. Loss: 664216.89
08/08/24 16:58:23 (0m 01s) | [1/500] Batch 13 (0.005s) | LR: 0.0001 | KLW: 0, Rec. Loss: 46308.383 | Loss: 46308.38 | Abs. Loss: 710525.27
08/08/24 16:58:23 (0m 01s) | [1/500] Batch 14 (0.005s) | LR: 0.0001 | KLW: 0, Rec. Loss: 44675.266 | Loss: 44675.27 | Abs. Loss: 755200.54
08/08/24 16:58:23 (0m 01s) | [1/500] Batch 15 (0.005s) | LR: 0.0001 | KLW: 0, Rec. Loss: 42961.422 | Loss: 42961.42 | Abs. Loss: 798161.96
08/08/24 16:58:23 (0m 01s) | [1/500] Batch 16 (0.005s) | LR: 0.0001 | KLW: 0, Rec. Loss: 40951.988 | Loss: 40951.99 | Abs. Loss: 839113.95
08/08/24 16:58:23 (0m 01s) | [1/500] Batch 17 (0.005s) | LR: 0.0001 | KLW: 0, Rec. Loss: 38641.551 | Loss: 38641.55 | Abs. Loss: 877755.50
08/08/24 16:58:23 (0m 01s) | [1/500] Batch 18 (0.005s) | LR: 0.0001 | KLW: 0, Rec. Loss: 36646.430 | Loss: 36646.43 | Abs. Loss: 914401.93
