08/08/24 17:00:27 Training initiated with the following parameters:
Model Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01), ('stochastic', True))
Encoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01))
Decoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01))

08/08/24 17:00:28 (0m 00s) | [1/15] Batch 0 (0.677s) | LR: 0.001 | KLW: 1, Rec. Loss: 53680.297 | Loss: 53693.61 | Abs. Loss: 53693.61
08/08/24 17:00:29 (0m 01s) | [1/15] Batch 1 (0.006s) | LR: 0.001 | KLW: 1, Rec. Loss: 52734.281 | Loss: 52739.86 | Abs. Loss: 106433.47
08/08/24 17:00:29 (0m 01s) | [1/15] Batch 2 (0.005s) | LR: 0.001 | KLW: 1, Rec. Loss: 49491.469 | Loss: 49498.43 | Abs. Loss: 155931.90
08/08/24 17:00:29 (0m 01s) | [1/15] Batch 3 (0.004s) | LR: 0.001 | KLW: 1, Rec. Loss: 40047.309 | Loss: 40066.47 | Abs. Loss: 195998.38
08/08/24 17:00:29 (0m 01s) | [1/15] Batch 4 (0.004s) | LR: 0.001 | KLW: 1, Rec. Loss: 31085.244 | Loss: 31165.54 | Abs. Loss: 227163.92
08/08/24 17:00:29 (0m 01s) | [1/15] Batch 5 (0.004s) | LR: 0.001 | KLW: 1, Rec. Loss: 34555.492 | Loss: 34600.42 | Abs. Loss: 261764.34
08/08/24 17:00:29 (0m 01s) | [1/15] Batch 6 (0.004s) | LR: 0.001 | KLW: 1, Rec. Loss: 29820.148 | Loss: 29835.63 | Abs. Loss: 291599.96
08/08/24 17:00:29 (0m 01s) | [1/15] Batch 7 (0.004s) | LR: 0.001 | KLW: 1, Rec. Loss: 31468.900 | Loss: 31477.76 | Abs. Loss: 323077.72
08/08/24 17:00:29 (0m 01s) | [1/15] Batch 8 (0.004s) | LR: 0.001 | KLW: 1, Rec. Loss: 32288.713 | Loss: 32295.86 | Abs. Loss: 355373.58
08/08/24 17:00:29 (0m 01s) | [1/15] Batch 9 (0.004s) | LR: 0.001 | KLW: 1, Rec. Loss: 31106.180 | Loss: 31113.26 | Abs. Loss: 386486.84
08/08/24 17:00:29 (0m 01s) | [1/15] Batch 10 (0.004s) | LR: 0.001 | KLW: 1, Rec. Loss: 29911.363 | Loss: 29918.91 | Abs. Loss: 416405.75
08/08/24 17:00:29 (0m 01s) | [1/15] Batch 11 (0.004s) | LR: 0.001 | KLW: 1, Rec. Loss: 30003.758 | Loss: 30011.91 | Abs. Loss: 446417.66
08/08/24 17:00:29 (0m 01s) | [1/15] Batch 12 (0.004s) | LR: 0.001 | KLW: 1, Rec. Loss: 28492.525 | Loss: 28501.00 | Abs. Loss: 474918.66
08/08/24 17:00:29 (0m 01s) | [1/15] Batch 13 (0.004s) | LR: 0.001 | KLW: 1, Rec. Loss: 27714.285 | Loss: 27726.03 | Abs. Loss: 502644.68
08/08/24 17:00:29 (0m 01s) | [1/15] Batch 14 (0.004s) | LR: 0.001 | KLW: 1, Rec. Loss: 27758.598 | Loss: 27786.31 | Abs. Loss: 530430.99
08/08/24 17:00:29 (0m 01s) | [1/15] Batch 15 (0.004s) | LR: 0.001 | KLW: 1, Rec. Loss: 26001.137 | Loss: 26024.39 | Abs. Loss: 556455.38
08/08/24 17:00:29 (0m 01s) | [1/15] Batch 16 (0.005s) | LR: 0.001 | KLW: 1, Rec. Loss: 24790.328 | Loss: 24810.33 | Abs. Loss: 581265.71
08/08/24 17:00:29 (0m 01s) | [1/15] Batch 17 (0.005s) | LR: 0.001 | KLW: 1, Rec. Loss: 23362.777 | Loss: 23391.88 | Abs. Loss: 604657.59
08/08/24 17:00:29 (0m 01s) | [1/15] Batch 18 (0.005s) | LR: 0.001 | KLW: 1, Rec. Loss: 23424.625 | Loss: 23496.83 | Abs. Loss: 628154.42
08/08/24 17:00:29 (0m 01s) | [1/15] Batch 19 (0.006s) | LR: 0.001 | KLW: 1, Rec. Loss: 21806.688 | Loss: 21859.29 | Abs. Loss: 650013.71
08/08/24 17:00:29 (0m 01s) | [1/15] Batch 20 (0.005s) | LR: 0.001 | KLW: 1, Rec. Loss: 21385.629 | Loss: 21453.32 | Abs. Loss: 671467.04
08/08/24 17:00:29 (0m 01s) | [1/15] Batch 21 (0.005s) | LR: 0.001 | KLW: 1, Rec. Loss: 23642.559 | Loss: 23737.01 | Abs. Loss: 695204.04
08/08/24 17:00:29 (0m 01s) | [1/15] Batch 22 (0.005s) | LR: 0.001 | KLW: 1, Rec. Loss: 22599.496 | Loss: 22642.60 | Abs. Loss: 717846.64
08/08/24 17:00:29 (0m 01s) | [1/15] Batch 23 (0.005s) | LR: 0.001 | KLW: 1, Rec. Loss: 21721.273 | Loss: 21761.22 | Abs. Loss: 739607.86
08/08/24 17:00:29 (0m 01s) | [1/15] Batch 24 (0.005s) | LR: 0.001 | KLW: 1, Rec. Loss: 22985.436 | Loss: 23035.70 | Abs. Loss: 762643.56
08/08/24 17:00:29 (0m 01s) | [1/15] Batch 25 (0.006s) | LR: 0.001 | KLW: 1, Rec. Loss: 21244.809 | Loss: 21279.48 | Abs. Loss: 783923.03
08/08/24 17:00:29 (0m 01s) | [1/15] Batch 26 (0.005s) | LR: 0.001 | KLW: 1, Rec. Loss: 22038.775 | Loss: 22066.24 | Abs. Loss: 805989.27
08/08/24 17:00:29 (0m 01s) | [1/15] Batch 27 (0.005s) | LR: 0.001 | KLW: 1, Rec. Loss: 21297.596 | Loss: 21319.72 | Abs. Loss: 827308.99
08/08/24 17:00:29 (0m 01s) | [1/15] Batch 28 (0.004s) | LR: 0.001 | KLW: 1, Rec. Loss: 20921.953 | Loss: 20950.00 | Abs. Loss: 848258.98
08/08/24 17:00:29 (0m 01s) | [1/15] Batch 29 (0.006s) | LR: 0.001 | KLW: 1, Rec. Loss: 21735.766 | Loss: 21782.77 | Abs. Loss: 870041.75
08/08/24 17:00:29 (0m 01s) | [1/15] Batch 30 (0.006s) | LR: 0.001 | KLW: 1, Rec. Loss: 20284.963 | Loss: 20308.32 | Abs. Loss: 890350.08
08/08/24 17:00:29 (0m 01s) | [1/15] Batch 31 (0.005s) | LR: 0.001 | KLW: 1, Rec. Loss: 20658.898 | Loss: 20680.17 | Abs. Loss: 911030.25
08/08/24 17:00:29 (0m 01s) | [1/15] Batch 32 (0.006s) | LR: 0.001 | KLW: 1, Rec. Loss: 20975.922 | Loss: 20997.51 | Abs. Loss: 932027.76
08/08/24 17:00:29 (0m 01s) | [1/15] Batch 33 (0.004s) | LR: 0.001 | KLW: 1, Rec. Loss: 20249.084 | Loss: 20273.05 | Abs. Loss: 952300.81
08/08/24 17:00:29 (0m 01s) | [1/15] Batch 34 (0.006s) | LR: 0.001 | KLW: 1, Rec. Loss: 20529.020 | Loss: 20554.05 | Abs. Loss: 972854.86
08/08/24 17:00:29 (0m 01s) | [1/15] Batch 35 (0.005s) | LR: 0.001 | KLW: 1, Rec. Loss: 19934.855 | Loss: 19961.35 | Abs. Loss: 992816.20
08/08/24 17:00:29 (0m 01s) | [1/15] Batch 36 (0.005s) | LR: 0.001 | KLW: 1, Rec. Loss: 21333.689 | Loss: 21369.45 | Abs. Loss: 1014185.65
08/08/24 17:00:29 (0m 01s) | [1/15] Batch 37 (0.006s) | LR: 0.001 | KLW: 1, Rec. Loss: 19417.785 | Loss: 19462.50 | Abs. Loss: 1033648.14
08/08/24 17:00:29 (0m 01s) | [1/15] Batch 38 (0.005s) | LR: 0.001 | KLW: 1, Rec. Loss: 20515.645 | Loss: 20557.39 | Abs. Loss: 1054205.53
08/08/24 17:00:29 (0m 02s) | [1/15] Batch 39 (0.005s) | LR: 0.001 | KLW: 1, Rec. Loss: 19133.363 | Loss: 19178.31 | Abs. Loss: 1073383.84
08/08/24 17:00:29 (0m 02s) | [1/15] Batch 40 (0.005s) | LR: 0.001 | KLW: 1, Rec. Loss: 20049.193 | Loss: 20087.90 | Abs. Loss: 1093471.74
08/08/24 17:00:29 (0m 02s) | [1/15] Batch 41 (0.004s) | LR: 0.001 | KLW: 1, Rec. Loss: 19846.426 | Loss: 19895.15 | Abs. Loss: 1113366.89
