Timestamp, Elapsed Time, Learning Rate, Batch Time, Epoch, Batch No., KL Weight, Loss
If Validation, then:Timestamp, Elapsed Time, Learning Rate, Epoch, KL Weight, Averaged Loss
07/11/24 22:39:43, 0.22305059432983398, 0.001, 0.21304821968078613, 1, 0, 1, 53058.08984375
07/11/24 22:39:44, 0.32207298278808594, 0.001, 0.014002799987792969, 1, 1, 1, 51851.45703125
07/11/24 22:39:44, 0.3610813617706299, 0.001, 0.02800607681274414, 1, 2, 1, 46813.9609375
07/11/24 22:39:44, 0.3960890769958496, 0.001, 0.02400517463684082, 1, 3, 1, 34681.625
07/11/24 22:39:44, 0.43109703063964844, 0.001, 0.02400493621826172, 1, 4, 1, 72102.40625
07/11/24 22:39:44, 0.465104341506958, 0.001, 0.02400493621826172, 1, 5, 1, 33003.4140625
07/11/24 22:39:44, 0.4991118907928467, 0.001, 0.023004531860351562, 1, 6, 1, 34681.91015625
07/11/24 22:39:44, 0.5331199169158936, 0.001, 0.023004770278930664, 1, 7, 1, 38811.89453125
07/11/24 22:39:44, 0.5671272277832031, 0.001, 0.02300429344177246, 1, 8, 1, 39427.85546875
07/11/24 22:39:44, 0.6011350154876709, 0.001, 0.023004531860351562, 1, 9, 1, 37069.859375
07/11/24 22:39:44, 0.6351425647735596, 0.001, 0.020003557205200195, 1, 10, 1, 33537.17578125
07/11/24 22:39:44, 0.666149377822876, 0.001, 0.020003795623779297, 1, 11, 1, 31152.5234375
07/11/24 22:39:44, 0.6971564292907715, 0.001, 0.020003318786621094, 1, 12, 1, 30238.509765625
07/11/24 22:39:44, 0.7291641235351562, 0.001, 0.0200042724609375, 1, 13, 1, 34767.36328125
07/11/24 22:39:44, 0.76017165184021, 0.001, 0.0200045108795166, 1, 14, 1, 31451.36328125
07/11/24 22:39:44, 0.7911779880523682, 0.001, 0.0200042724609375, 1, 15, 1, 30770.44921875
07/11/24 22:39:44, 0.8221852779388428, 0.001, 0.0200045108795166, 1, 16, 1, 29699.62890625
07/11/24 22:39:44, 0.853191614151001, 0.001, 0.020003795623779297, 1, 17, 1, 29359.490234375
07/11/24 22:39:44, 0.8841989040374756, 0.001, 0.0200042724609375, 1, 18, 1, 30429.314453125
07/11/24 22:39:44, 0.9152064323425293, 0.001, 0.020004749298095703, 1, 19, 1, 29818.720703125
07/11/24 22:39:44, 0.9462127685546875, 0.001, 0.0200040340423584, 1, 20, 1, 28204.515625
07/11/24 22:39:44, 0.9772202968597412, 0.001, 0.020004749298095703, 1, 21, 1, 29086.89453125
07/11/24 22:39:44, 1.0082268714904785, 0.001, 0.0200042724609375, 1, 22, 1, 29595.224609375
07/11/24 22:39:44, 1.039233684539795, 0.001, 0.0200042724609375, 1, 23, 1, 28554.69140625
07/11/24 22:39:44, 1.0702407360076904, 0.001, 0.0200042724609375, 1, 24, 1, 27539.814453125
07/11/24 22:39:44, 1.1012475490570068, 0.001, 0.0200040340423584, 1, 25, 1, 28027.7578125
07/11/24 22:39:44, 1.1332550048828125, 0.001, 0.021004438400268555, 1, 26, 1, 26422.71484375
07/11/24 22:39:44, 1.164262056350708, 0.001, 0.021004438400268555, 1, 27, 1, 26609.611328125
07/11/24 22:39:44, 1.1962695121765137, 0.001, 0.021004676818847656, 1, 28, 1, 25044.41015625
07/11/24 22:39:44, 1.2272768020629883, 0.001, 0.020005226135253906, 1, 29, 1, 24181.052734375
07/11/24 22:39:44, 1.2582836151123047, 0.001, 0.020004749298095703, 1, 30, 1, 23855.462890625
07/11/24 22:39:44, 1.2892909049987793, 0.001, 0.020004987716674805, 1, 31, 1, 24526.20703125
07/11/24 22:39:45, 1.3202974796295166, 0.001, 0.020004749298095703, 1, 32, 1, 23010.48046875
07/11/24 22:39:45, 1.351809024810791, 0.001, 0.021004199981689453, 1, 33, 1, 22296.7421875
07/11/24 22:39:45, 1.3828163146972656, 0.001, 0.0200045108795166, 1, 34, 1, 23322.78515625
07/11/24 22:39:45, 1.413822889328003, 0.001, 0.0200040340423584, 1, 35, 1, 22153.23046875
07/11/24 22:39:45, 1.4458301067352295, 0.001, 0.021004199981689453, 1, 36, 1, 22984.228515625
07/11/24 22:39:45, 1.4768376350402832, 0.001, 0.02100515365600586, 1, 37, 1, 22151.0703125
07/11/24 22:39:45, 1.5078439712524414, 0.001, 0.0200042724609375, 1, 38, 1, 22369.875
07/11/24 22:39:45, 1.5388514995574951, 0.001, 0.0200045108795166, 1, 39, 1, 21593.978515625
07/11/24 22:39:45, 1.5698585510253906, 0.001, 0.0200045108795166, 1, 40, 1, 21653.080078125
07/11/24 22:39:45, 1.6008646488189697, 0.001, 0.0200040340423584, 1, 41, 1, 21011.21875
07/11/24 22:39:45, 1.6318719387054443, 0.001, 0.020003795623779297, 1, 42, 1, 21087.951171875
07/11/24 22:39:45, 1.663879156112671, 0.001, 0.02100396156311035, 1, 43, 1, 20863.8203125
07/11/24 22:39:45, 1.6948862075805664, 0.001, 0.0200040340423584, 1, 44, 1, 20914.509765625
07/11/24 22:39:45, 1.7258939743041992, 0.001, 0.020005226135253906, 1, 45, 1, 20570.26953125
07/11/24 22:39:45, 1.7579002380371094, 0.001, 0.021004438400268555, 1, 46, 1, 20748.525390625
07/11/24 22:39:45, 1.788907527923584, 0.001, 0.021004676818847656, 1, 47, 1, 19864.763671875
07/11/24 22:39:45, 1.8199141025543213, 0.001, 0.0200040340423584, 1, 48, 1, 20185.048828125
07/11/24 22:39:45, 1.8509209156036377, 0.001, 0.0200040340423584, 1, 49, 1, 20221.453125
07/11/24 22:39:45, 1.8819286823272705, 0.001, 0.0200042724609375, 1, 50, 1, 20378.10546875
07/11/24 22:39:45, 1.9129364490509033, 0.001, 0.020005464553833008, 1, 51, 1, 20398.96875
07/11/24 22:39:45, 1.9449431896209717, 0.001, 0.02100515365600586, 1, 52, 1, 20594.576171875
07/11/24 22:39:45, 1.975949764251709, 0.001, 0.021004676818847656, 1, 53, 1, 20946.087890625
07/11/24 22:39:45, 2.0069570541381836, 0.001, 0.020004987716674805, 1, 54, 1, 20667.24609375
