Timestamp, Elapsed Time, Learning Rate, Batch Time, Epoch, Batch No., KL Weight, Loss
If Validation, then: Timestamp, Elapsed Time, Learning Rate, Epoch, KL Weight, Averaged Loss
07/11/24 22:51:20, 0.23405241966247559, 0.001, 0.22205042839050293, 1, 0, 0.1, 55761.7421875
07/11/24 22:51:20, 0.33307480812072754, 0.001, 0.014003515243530273, 1, 1, 0.1, 54710.39453125
07/11/24 22:51:20, 0.37108278274536133, 0.001, 0.027005672454833984, 1, 2, 0.1, 50467.390625
07/11/24 22:51:20, 0.4090914726257324, 0.001, 0.027005910873413086, 1, 3, 0.1, 34275.1640625
07/11/24 22:51:21, 0.4470999240875244, 0.001, 0.027006149291992188, 1, 4, 0.1, 91993.359375
07/11/24 22:51:21, 0.4851086139678955, 0.001, 0.02600550651550293, 1, 5, 0.1, 34780.09765625
07/11/24 22:51:21, 0.5171160697937012, 0.001, 0.021004915237426758, 1, 6, 0.1, 37730.265625
07/11/24 22:51:21, 0.5501234531402588, 0.001, 0.022005081176757812, 1, 7, 0.1, 43850.28125
07/11/24 22:51:21, 0.5811305046081543, 0.001, 0.020004987716674805, 1, 8, 0.1, 46042.203125
07/11/24 22:51:21, 0.6131372451782227, 0.001, 0.021004438400268555, 1, 9, 0.1, 45999.0078125
07/11/24 22:51:21, 0.6451447010040283, 0.001, 0.021004915237426758, 1, 10, 0.1, 44583.26171875
07/11/24 22:51:21, 0.6761517524719238, 0.001, 0.0200045108795166, 1, 11, 0.1, 41310.33203125
07/11/24 22:51:21, 0.7091591358184814, 0.001, 0.021004199981689453, 1, 12, 0.1, 36108.63671875
07/11/24 22:51:21, 0.7411661148071289, 0.001, 0.021004199981689453, 1, 13, 0.1, 31363.76953125
07/11/24 22:51:21, 0.7741737365722656, 0.001, 0.02200484275817871, 1, 14, 0.1, 36209.44140625
07/11/24 22:51:21, 0.8061809539794922, 0.001, 0.021004676818847656, 1, 15, 0.1, 33390.62890625
07/11/24 22:51:21, 0.8391885757446289, 0.001, 0.0200045108795166, 1, 16, 0.1, 28163.095703125
07/11/24 22:51:21, 0.8711955547332764, 0.001, 0.021004915237426758, 1, 17, 0.1, 28239.37890625
07/11/24 22:51:21, 0.9042034149169922, 0.001, 0.022005558013916016, 1, 18, 0.1, 28135.40234375
07/11/24 22:51:21, 0.9372103214263916, 0.001, 0.021004676818847656, 1, 19, 0.1, 28289.662109375
07/11/24 22:51:21, 0.9702177047729492, 0.001, 0.021004676818847656, 1, 20, 0.1, 27056.458984375
07/11/24 22:51:21, 1.0022246837615967, 0.001, 0.021004199981689453, 1, 21, 0.1, 26445.857421875
07/11/24 22:51:21, 1.0342321395874023, 0.001, 0.021004676818847656, 1, 22, 0.1, 25664.869140625
07/11/24 22:51:21, 1.06723952293396, 0.001, 0.022005081176757812, 1, 23, 0.1, 25745.80859375
07/11/24 22:51:21, 1.0982470512390137, 0.001, 0.020004987716674805, 1, 24, 0.1, 24436.09765625
07/11/24 22:51:21, 1.130253791809082, 0.001, 0.0200045108795166, 1, 25, 0.1, 25047.732421875
07/11/24 22:51:21, 1.1622610092163086, 0.001, 0.0200045108795166, 1, 26, 0.1, 24853.591796875
07/11/24 22:51:21, 1.194267988204956, 0.001, 0.02100396156311035, 1, 27, 0.1, 23555.564453125
07/11/24 22:51:21, 1.2262752056121826, 0.001, 0.02100372314453125, 1, 28, 0.1, 23270.447265625
07/11/24 22:51:21, 1.2572822570800781, 0.001, 0.0200045108795166, 1, 29, 0.1, 24047.330078125
07/11/24 22:51:21, 1.2902896404266357, 0.001, 0.022004365921020508, 1, 30, 0.1, 23565.626953125
07/11/24 22:51:21, 1.3222970962524414, 0.001, 0.02200484275817871, 1, 31, 0.1, 23458.029296875
07/11/24 22:51:21, 1.3543040752410889, 0.001, 0.021004438400268555, 1, 32, 0.1, 22784.455078125
07/11/24 22:51:21, 1.3873116970062256, 0.001, 0.021004676818847656, 1, 33, 0.1, 21997.626953125
07/11/24 22:51:21, 1.420318841934204, 0.001, 0.021004199981689453, 1, 34, 0.1, 22233.833984375
07/11/24 22:51:22, 1.4523260593414307, 0.001, 0.02100372314453125, 1, 35, 0.1, 21128.5703125
