09/26/24 18:13:33 Textual logger initiated. Now configuring tensorboard writer.
09/26/24 18:13:33 Tensorboard writer created. Tensorboard logs will be saved to "./Training Logs/09-26-24__18-13-33/tensorboard".
09/26/24 18:13:33 Starting Tensorboard thread...
09/26/24 18:13:33 Tensorboard is ready at http://localhost:6006/.
09/26/24 18:13:33 Continuing to training script...
09/26/24 18:13:36 Training initiated with the following parameters:
Model Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01), ('stochastic', True))
Encoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01))
Decoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01))

09/26/24 18:13:36 Train Loader Image Data Size: (28, 28)
09/26/24 18:13:37 (0m 00s) | [1/10000] Batch 0 (0.686s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.159, Rec. Loss: 0.24067403 | Total Loss: 0.24067403
09/26/24 18:13:38 (0m 01s) | [1/10000] Batch 1 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.166, Rec. Loss: 0.24073122 | Total Loss: 0.24073122
09/26/24 18:13:38 (0m 01s) | [1/10000] Batch 2 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.177, Rec. Loss: 0.24079914 | Total Loss: 0.24079914
09/26/24 18:13:38 (0m 01s) | [1/10000] Batch 3 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.176, Rec. Loss: 0.24080694 | Total Loss: 0.24080694
09/26/24 18:13:38 (0m 01s) | [1/10000] Batch 4 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.184, Rec. Loss: 0.24084149 | Total Loss: 0.24084149
09/26/24 18:13:38 (0m 01s) | [1/10000] Batch 5 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.166, Rec. Loss: 0.24071732 | Total Loss: 0.24071732
09/26/24 18:13:38 (0m 01s) | [1/10000] Batch 6 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.165, Rec. Loss: 0.24071078 | Total Loss: 0.24071078
09/26/24 18:13:38 (0m 01s) | [1/10000] Batch 7 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.181, Rec. Loss: 0.24081488 | Total Loss: 0.24081488
09/26/24 18:13:38 (0m 01s) | [1/10000] Batch 8 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.171, Rec. Loss: 0.24073811 | Total Loss: 0.24073811
09/26/24 18:13:38 (0m 01s) | [1/10000] Batch 9 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.175, Rec. Loss: 0.24076460 | Total Loss: 0.24076460
09/26/24 18:13:38 (0m 01s) | [1/10000] Batch 10 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 8.167, Rec. Loss: 0.24068817 | Total Loss: 0.24068817
