Timestamp, Elapsed Time, Learning Rate, Batch Time, Epoch, Batch No., KL Weight, Loss
If Validation, then: Timestamp, Elapsed Time, Learning Rate, Epoch, KL Weight, Averaged Loss
07/11/24 22:49:20, 0.23005127906799316, 0.001, 0.21704888343811035, 1, 0, 0.1, 54156.0625
07/11/24 22:49:20, 0.328385591506958, 0.001, 0.01400303840637207, 1, 1, 0.1, 53399.4921875
07/11/24 22:49:20, 0.3671562671661377, 0.001, 0.02800583839416504, 1, 2, 0.1, 50220.9296875
07/11/24 22:49:20, 0.405165433883667, 0.001, 0.027006149291992188, 1, 3, 0.1, 40340.85546875
07/11/24 22:49:21, 0.4431741237640381, 0.001, 0.02700662612915039, 1, 4, 0.1, 35718.953125
07/11/24 22:49:21, 0.48218226432800293, 0.001, 0.02700519561767578, 1, 5, 0.1, 32738.921875
07/11/24 22:49:21, 0.5211911201477051, 0.001, 0.028005599975585938, 1, 6, 0.1, 29235.65234375
07/11/24 22:49:21, 0.5531988143920898, 0.001, 0.021004915237426758, 1, 7, 0.1, 29835.58203125
07/11/24 22:49:21, 0.5852072238922119, 0.001, 0.021006107330322266, 1, 8, 0.1, 28932.244140625
07/11/24 22:49:21, 0.617213249206543, 0.001, 0.021004915237426758, 1, 9, 0.1, 29269.892578125
07/11/24 22:49:21, 0.6482203006744385, 0.001, 0.0200045108795166, 1, 10, 0.1, 29090.001953125
07/11/24 22:49:21, 0.6802268028259277, 0.001, 0.021004438400268555, 1, 11, 0.1, 28897.689453125
07/11/24 22:49:21, 0.7112345695495605, 0.001, 0.020004749298095703, 1, 12, 0.1, 26534.740234375
07/11/24 22:49:21, 0.7432417869567871, 0.001, 0.02100515365600586, 1, 13, 0.1, 25738.185546875
07/11/24 22:49:21, 0.7762484550476074, 0.001, 0.022004365921020508, 1, 14, 0.1, 25202.076171875
07/11/24 22:49:21, 0.8072555065155029, 0.001, 0.020003318786621094, 1, 15, 0.1, 23810.177734375
07/11/24 22:49:21, 0.8402631282806396, 0.001, 0.021004199981689453, 1, 16, 0.1, 22043.3984375
07/11/24 22:49:21, 0.872269868850708, 0.001, 0.02100372314453125, 1, 17, 0.1, 21696.99609375
07/11/24 22:49:21, 0.9042773246765137, 0.001, 0.021004676818847656, 1, 18, 0.1, 23278.7734375
