Model Parameters: , (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01), ('stochastic', True))
Encoder Parameters: , (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01))
Decoder Parameters: , (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 16), ('leak', 0.99), ('drop', 0.01))
Timestamp, Elapsed Time, Learning Rate, Batch Time, Epoch, Batch No., KL Weight, Loss
If Validation, then: Timestamp, Elapsed Time, Learning Rate, Epoch, KL Weight, Averaged Loss
07/13/24 18:43:21, 0.22205018997192383, 0.001, 0.21004700660705566, 1, 0, 0.1, 55751.8125
07/13/24 18:43:21, 0.3199503421783447, 0.001, 0.014002799987792969, 1, 1, 0.1, 54459.7734375
07/13/24 18:43:21, 0.3579590320587158, 0.001, 0.02700638771057129, 1, 2, 0.1, 48311.90234375
07/13/24 18:43:21, 0.3959667682647705, 0.001, 0.027005434036254883, 1, 3, 0.1, 34449.0234375
07/13/24 18:43:21, 0.4339761734008789, 0.001, 0.02700638771057129, 1, 4, 0.1, 52633.2265625
07/13/24 18:43:21, 0.47098422050476074, 0.001, 0.02600574493408203, 1, 5, 0.1, 33811.18359375
07/13/24 18:43:21, 0.5059916973114014, 0.001, 0.02400493621826172, 1, 6, 0.1, 32485.6796875
07/13/24 18:43:21, 0.536998987197876, 0.001, 0.0200042724609375, 1, 7, 0.1, 35430.77734375
07/13/24 18:43:21, 0.5690054893493652, 0.001, 0.021004199981689453, 1, 8, 0.1, 34870.17578125
07/13/24 18:43:21, 0.600013017654419, 0.001, 0.0200045108795166, 1, 9, 0.1, 31618.20703125
07/13/24 18:43:21, 0.6320197582244873, 0.001, 0.02100396156311035, 1, 10, 0.1, 29324.662109375
07/13/24 18:43:21, 0.6620268821716309, 0.001, 0.019003868103027344, 1, 11, 0.1, 29342.966796875
07/13/24 18:43:21, 0.6920335292816162, 0.001, 0.019004344940185547, 1, 12, 0.1, 31378.83203125
07/13/24 18:43:21, 0.7230410575866699, 0.001, 0.021004915237426758, 1, 13, 0.1, 29080.787109375
07/13/24 18:43:21, 0.7530477046966553, 0.001, 0.01900482177734375, 1, 14, 0.1, 28071.64453125
07/13/24 18:43:21, 0.787055253982544, 0.001, 0.023005247116088867, 1, 15, 0.1, 28293.83984375
07/13/24 18:43:21, 0.8190624713897705, 0.001, 0.021004438400268555, 1, 16, 0.1, 28763.373046875
07/13/24 18:43:21, 0.8510696887969971, 0.001, 0.02200460433959961, 1, 17, 0.1, 27704.470703125
07/13/24 18:43:21, 0.8830780982971191, 0.001, 0.02200603485107422, 1, 18, 0.1, 26050.013671875
07/13/24 18:43:21, 0.91408371925354, 0.001, 0.021004915237426758, 1, 19, 0.1, 25312.03125
07/13/24 18:43:21, 0.9450905323028564, 0.001, 0.0200045108795166, 1, 20, 0.1, 26438.8828125
07/13/24 18:43:21, 0.9750971794128418, 0.001, 0.019003868103027344, 1, 21, 0.1, 23354.119140625
