350.500000 9.613367e-04 9.179558e-05
400.500000 8.362645e-04 7.915512e-05
450.500000 4.782636e-04 4.613125e-05
500.500000 2.378012e-04 2.607369e-05
550.500000 1.956410e-04 2.210642e-05
600.500000 3.076482e-04 3.050502e-05
650.500000 4.436089e-04 3.822784e-05
700.500000 4.224568e-04 3.553750e-05
750.500000 3.110251e-04 2.481564e-05
800.500000 1.728581e-04 1.441696e-05
850.500000 1.124255e-04 1.218442e-05
900.500000 1.804365e-04 1.482606e-05
950.500000 2.422327e-04 1.842423e-05
1000.500000 2.475881e-04 1.714990e-05
1050.500000 1.631113e-04 1.290621e-05
1100.500000 9.560173e-05 8.925938e-06
1150.500000 5.923873e-05 6.593252e-06
1200.500000 6.995455e-05 7.107128e-06
1250.500000 1.001624e-04 8.229800e-06
1300.500000 1.089682e-04 8.304983e-06
1350.500000 9.234296e-05 7.518107e-06
1400.500000 5.764744e-05 5.359679e-06
1450.500000 3.581542e-05 4.231297e-06
1500.500000 3.490877e-05 3.997521e-06
1550.500000 4.759209e-05 4.484808e-06
1600.500000 5.538071e-05 4.793547e-06
1650.500000 4.294919e-05 4.164341e-06
1700.500000 2.878607e-05 3.443214e-06
1750.500000 2.635043e-05 2.932136e-06
1800.500000 1.513990e-05 2.729425e-06
1850.500000 1.334020e-05 2.843531e-06
1900.500000 1.903906e-05 2.832752e-06
1950.500000 1.763015e-05 2.839258e-06
2000.500000 1.450302e-05 2.643515e-06
2075.500000 5.189487e-06 1.512869e-06
2175.500000 8.441280e-06 1.620823e-06
2275.500000 4.203920e-06 1.412350e-06
2375.500000 3.305679e-06 1.324973e-06
2475.500000 2.577583e-06 1.205743e-06
2625.500000 1.676502e-06 8.317989e-07
2825.500000 2.045969e-06 7.993008e-07
3025.500000 7.569122e-07 7.805407e-07
3325.500000 5.989622e-07 5.138094e-07
3725.500000 2.491903e-07 5.270302e-07
4125.500000 5.855631e-07 5.352190e-07
4525.500000 4.863505e-07 5.793183e-07
4925.500000 7.975620e-07 5.858428e-07
5325.500000 1.091073e-06 6.165183e-07
5725.500000 1.107287e-06 6.599975e-07
6125.500000 7.505242e-07 7.306417e-07
6725.500000 5.531586e-07 5.586323e-07
7525.500000 -2.389691e-07 7.202452e-07
8325.500000 1.275373e-06 9.150333e-07
