350.500000 1.250646e-01 1.527443e-02
400.500000 6.184413e-02 8.170770e-03
450.500000 6.193754e-02 5.804374e-03
500.500000 5.555319e-02 5.216664e-03
550.500000 5.127571e-02 4.034200e-03
600.500000 3.998241e-02 2.663208e-03
650.500000 2.943709e-02 1.997157e-03
700.500000 2.402258e-02 1.610504e-03
750.500000 2.508375e-02 1.511703e-03
800.500000 2.519322e-02 1.410558e-03
850.500000 2.194569e-02 1.198009e-03
900.500000 1.478985e-02 7.429889e-04
950.500000 9.598462e-03 5.155105e-04
1000.500000 6.432971e-03 3.898131e-04
1050.500000 5.758098e-03 3.394366e-04
1100.500000 6.775186e-03 3.164088e-04
1150.500000 5.744141e-03 2.811066e-04
1200.500000 4.355767e-03 2.227699e-04
1250.500000 3.446963e-03 1.537001e-04
1300.500000 2.463995e-03 1.348708e-04
1350.500000 2.875919e-03 1.254366e-04
1400.500000 2.710214e-03 1.220946e-04
1450.500000 2.342767e-03 1.073758e-04
1500.500000 1.829435e-03 8.253593e-05
1550.500000 1.360685e-03 6.286342e-05
1600.500000 1.118635e-03 4.903122e-05
1650.500000 9.699663e-04 4.447347e-05
1700.500000 8.456496e-04 4.010372e-05
1750.500000 8.118672e-04 3.558810e-05
1800.500000 7.041461e-04 3.125092e-05
1850.500000 5.559694e-04 2.623079e-05
1900.500000 4.538526e-04 2.173827e-05
1950.500000 4.411232e-04 1.943894e-05
2000.500000 3.890191e-04 1.852457e-05
2075.500000 3.462435e-04 1.088468e-05
2175.500000 2.204329e-04 8.052781e-06
2275.500000 1.581644e-04 6.077115e-06
2375.500000 1.335156e-04 5.396141e-06
2475.500000 1.037764e-04 4.263325e-06
2625.500000 7.417479e-05 2.254082e-06
2825.500000 4.358908e-05 1.664003e-06
3025.500000 3.167543e-05 1.248136e-06
3325.500000 2.095588e-05 7.022110e-07
3725.500000 1.388267e-05 5.295029e-07
4125.500000 1.172899e-05 4.721410e-07
4525.500000 1.095923e-05 4.645422e-07
4925.500000 1.084721e-05 4.639934e-07
5325.500000 9.862362e-06 4.579576e-07
5725.500000 9.136049e-06 4.688059e-07
6125.500000 9.215699e-06 4.785677e-07
6725.500000 9.336123e-06 3.848748e-07
7525.500000 9.292696e-06 4.554249e-07
8325.500000 7.880507e-06 5.771197e-07
