09/26/24 18:15:25 Textual logger initiated. Now configuring tensorboard writer.
09/26/24 18:15:25 Tensorboard writer created. Tensorboard logs will be saved to "./Training Logs/09-26-24__18-15-25/tensorboard".
09/26/24 18:15:25 Starting Tensorboard thread...
09/26/24 18:15:29 Tensorboard is ready at http://localhost:6006/.
09/26/24 18:15:29 Continuing to training script...
09/26/24 18:15:32 Training initiated with the following parameters:
Model Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01), ('stochastic', True))
Encoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01))
Decoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01))

09/26/24 18:15:32 Train Loader Image Data Size: (28, 28)
09/26/24 18:15:32 (0m 00s) | [1/10000] Batch 0 (0.704s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.219, Rec. Loss: 0.23667082 | Total Loss: 0.23667082
09/26/24 18:15:33 (0m 01s) | [1/10000] Batch 1 (0.008s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.207, Rec. Loss: 0.23668292 | Total Loss: 0.23668292
09/26/24 18:15:33 (0m 01s) | [1/10000] Batch 2 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.233, Rec. Loss: 0.23651980 | Total Loss: 0.23651980
09/26/24 18:15:34 (0m 01s) | [1/10000] Batch 3 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.227, Rec. Loss: 0.23656812 | Total Loss: 0.23656812
09/26/24 18:15:34 (0m 01s) | [1/10000] Batch 4 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.223, Rec. Loss: 0.23659129 | Total Loss: 0.23659129
09/26/24 18:15:34 (0m 01s) | [1/10000] Batch 5 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.228, Rec. Loss: 0.23656380 | Total Loss: 0.23656380
09/26/24 18:15:34 (0m 02s) | [1/10000] Batch 6 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.221, Rec. Loss: 0.23660749 | Total Loss: 0.23660749
09/26/24 18:15:34 (0m 02s) | [1/10000] Batch 7 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.231, Rec. Loss: 0.23653708 | Total Loss: 0.23653708
09/26/24 18:15:34 (0m 02s) | [1/10000] Batch 8 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.218, Rec. Loss: 0.23663341 | Total Loss: 0.23663341
09/26/24 18:15:34 (0m 02s) | [1/10000] Batch 9 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.234, Rec. Loss: 0.23652379 | Total Loss: 0.23652379
09/26/24 18:15:34 (0m 02s) | [1/10000] Batch 10 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.231, Rec. Loss: 0.23658106 | Total Loss: 0.23658106
09/26/24 18:15:34 (0m 02s) | [1/10000] Batch 11 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.215, Rec. Loss: 0.23663644 | Total Loss: 0.23663644
09/26/24 18:15:34 (0m 02s) | [1/10000] Batch 12 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.247, Rec. Loss: 0.23645784 | Total Loss: 0.23645784
09/26/24 18:15:34 (0m 02s) | [1/10000] Batch 13 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.234, Rec. Loss: 0.23654975 | Total Loss: 0.23654975
09/26/24 18:15:34 (0m 02s) | [1/10000] Batch 14 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.239, Rec. Loss: 0.23652016 | Total Loss: 0.23652016
09/26/24 18:15:34 (0m 02s) | [1/10000] Batch 15 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.246, Rec. Loss: 0.23650360 | Total Loss: 0.23650360
09/26/24 18:15:34 (0m 02s) | [1/10000] Batch 16 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.258, Rec. Loss: 0.23644397 | Total Loss: 0.23644397
09/26/24 18:15:34 (0m 02s) | [1/10000] Batch 17 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.250, Rec. Loss: 0.23650077 | Total Loss: 0.23650077
09/26/24 18:15:34 (0m 02s) | [1/10000] Batch 18 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.258, Rec. Loss: 0.23644120 | Total Loss: 0.23644120
09/26/24 18:15:34 (0m 02s) | [1/10000] Batch 19 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.240, Rec. Loss: 0.23656218 | Total Loss: 0.23656218
09/26/24 18:15:34 (0m 02s) | [1/10000] Batch 20 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.238, Rec. Loss: 0.23656805 | Total Loss: 0.23656805
09/26/24 18:15:34 (0m 02s) | [1/10000] Batch 21 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.278, Rec. Loss: 0.23635797 | Total Loss: 0.23635797
09/26/24 18:15:34 (0m 02s) | [1/10000] Batch 22 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.277, Rec. Loss: 0.23638244 | Total Loss: 0.23638244
09/26/24 18:15:34 (0m 02s) | [1/10000] Batch 23 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.267, Rec. Loss: 0.23643704 | Total Loss: 0.23643704
09/26/24 18:15:34 (0m 02s) | [1/10000] Batch 24 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.281, Rec. Loss: 0.23634689 | Total Loss: 0.23634689
09/26/24 18:15:34 (0m 02s) | [1/10000] Batch 25 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.261, Rec. Loss: 0.23645844 | Total Loss: 0.23645844
09/26/24 18:15:34 (0m 02s) | [1/10000] Batch 26 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.266, Rec. Loss: 0.23647864 | Total Loss: 0.23647864
09/26/24 18:15:34 (0m 02s) | [1/10000] Batch 27 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.290, Rec. Loss: 0.23634344 | Total Loss: 0.23634344
09/26/24 18:15:34 (0m 02s) | [1/10000] Batch 28 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.287, Rec. Loss: 0.23636635 | Total Loss: 0.23636635
09/26/24 18:15:34 (0m 02s) | [1/10000] Batch 29 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.273, Rec. Loss: 0.23646399 | Total Loss: 0.23646399
09/26/24 18:15:34 (0m 02s) | [1/10000] Batch 30 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.302, Rec. Loss: 0.23634696 | Total Loss: 0.23634696
09/26/24 18:15:35 (0m 02s) | [1/10000] Batch 31 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.300, Rec. Loss: 0.23634836 | Total Loss: 0.23634836
09/26/24 18:15:35 (0m 02s) | [1/10000] Batch 32 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.310, Rec. Loss: 0.23630247 | Total Loss: 0.23630247
09/26/24 18:15:35 (0m 02s) | [1/10000] Batch 33 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.310, Rec. Loss: 0.23635119 | Total Loss: 0.23635119
09/26/24 18:15:35 (0m 03s) | [1/10000] Batch 34 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.313, Rec. Loss: 0.23633513 | Total Loss: 0.23633513
09/26/24 18:15:35 (0m 03s) | [1/10000] Batch 35 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.317, Rec. Loss: 0.23632501 | Total Loss: 0.23632501
09/26/24 18:15:35 (0m 03s) | [1/10000] Batch 36 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 12.306, Rec. Loss: 0.23641372 | Total Loss: 0.23641372
