350.500000 4.372219e-03 9.773820e-04
400.500000 -3.716109e-04 6.137748e-04
450.500000 -2.032128e-03 4.370641e-04
500.500000 -1.100899e-03 3.150268e-04
550.500000 3.455413e-04 2.457908e-04
600.500000 5.666125e-04 2.385002e-04
650.500000 -2.499901e-04 2.210349e-04
700.500000 -9.811077e-04 1.882551e-04
750.500000 -1.592672e-03 1.609654e-04
800.500000 -7.838161e-04 1.115585e-04
850.500000 -1.133250e-04 9.344743e-05
900.500000 3.658341e-04 8.134695e-05
950.500000 2.829894e-04 7.486860e-05
1000.500000 -1.553274e-04 6.180193e-05
1050.500000 -3.958706e-04 5.160859e-05
1100.500000 -4.086120e-04 4.413925e-05
1150.500000 -1.566855e-04 3.418105e-05
1200.500000 3.230582e-05 3.120933e-05
1250.500000 -8.659947e-05 2.843814e-05
1300.500000 -1.384261e-04 2.646418e-05
1350.500000 -2.450362e-04 2.353470e-05
1400.500000 -1.461268e-04 2.001626e-05
1450.500000 -9.372040e-05 1.713589e-05
1500.500000 -1.002868e-05 1.434002e-05
1550.500000 -3.822850e-06 1.331998e-05
1600.500000 -2.315088e-05 1.198281e-05
1650.500000 -5.073578e-05 1.066091e-05
1700.500000 -6.854688e-05 9.189309e-06
1750.500000 -3.404697e-05 8.070586e-06
1800.500000 -1.901687e-05 7.286675e-06
1850.500000 -1.327683e-05 6.852002e-06
1900.500000 -2.901376e-05 6.495568e-06
1950.500000 -3.773949e-05 5.742853e-06
2000.500000 -2.396674e-05 5.441826e-06
2075.500000 -2.086078e-05 3.284597e-06
2175.500000 -6.824661e-06 2.706378e-06
2275.500000 -6.658672e-06 2.382961e-06
2375.500000 -1.007258e-05 2.043424e-06
2475.500000 -2.788066e-07 1.761940e-06
2625.500000 -3.301992e-06 1.066599e-06
2825.500000 -1.462388e-06 8.404424e-07
3025.500000 -1.734265e-06 7.652800e-07
3325.500000 7.425815e-07 4.569215e-07
3725.500000 -7.014158e-07 3.920948e-07
4125.500000 1.267347e-07 3.976528e-07
4525.500000 -3.030494e-07 3.878880e-07
4925.500000 2.895361e-07 4.036488e-07
5325.500000 2.192496e-07 3.961575e-07
5725.500000 -2.976193e-07 4.337239e-07
6125.500000 -2.796992e-07 4.717491e-07
6725.500000 -3.522224e-07 3.660625e-07
7525.500000 -3.888202e-08 4.335880e-07
8325.500000 5.258059e-07 5.598781e-07
