09/26/24 18:34:12 Textual logger initiated. Now configuring tensorboard writer.
09/26/24 18:34:12 Tensorboard writer created. Tensorboard logs will be saved to "./Training Logs/09-26-24__18-34-12/tensorboard".
09/26/24 18:34:12 Starting Tensorboard thread...
09/26/24 18:34:12 Tensorboard is ready at http://localhost:6006/.
09/26/24 18:34:12 Continuing to training script...
09/26/24 18:34:15 Training initiated with the following parameters:
Model Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01), ('stochastic', True))
Encoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01))
Decoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01))

09/26/24 18:34:15 Train Loader Image Data Size: (28, 28)
09/26/24 18:34:15 (0m 00s) | [1/10000] Batch 0 (0.666s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.902, Rec. Loss: 0.26765162 | Total Loss: 0.26765162
09/26/24 18:34:16 (0m 01s) | [1/10000] Batch 1 (0.006s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.900, Rec. Loss: 0.26771888 | Total Loss: 0.26771888
09/26/24 18:34:16 (0m 01s) | [1/10000] Batch 2 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.895, Rec. Loss: 0.26770544 | Total Loss: 0.26770544
09/26/24 18:34:16 (0m 01s) | [1/10000] Batch 3 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.890, Rec. Loss: 0.26759318 | Total Loss: 0.26759318
09/26/24 18:34:16 (0m 01s) | [1/10000] Batch 4 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.887, Rec. Loss: 0.26764214 | Total Loss: 0.26764214
09/26/24 18:34:16 (0m 01s) | [1/10000] Batch 5 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.888, Rec. Loss: 0.26746842 | Total Loss: 0.26746842
09/26/24 18:34:16 (0m 01s) | [1/10000] Batch 6 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.888, Rec. Loss: 0.26764745 | Total Loss: 0.26764745
09/26/24 18:34:16 (0m 01s) | [1/10000] Batch 7 (0.005s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.886, Rec. Loss: 0.26762751 | Total Loss: 0.26762751
09/26/24 18:34:16 (0m 01s) | [1/10000] Batch 8 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.880, Rec. Loss: 0.26751310 | Total Loss: 0.26751310
09/26/24 18:34:16 (0m 01s) | [1/10000] Batch 9 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.877, Rec. Loss: 0.26745188 | Total Loss: 0.26745188
09/26/24 18:34:16 (0m 01s) | [1/10000] Batch 10 (0.004s) | LR: 1e-06 | KLW: 0, KLD (loss): 11.885, Rec. Loss: 0.26777589 | Total Loss: 0.26777589
